geohash,no_poi,maxspeed
w21ztuj,,50.0
w21ztuj,,90.0
w21ztuj,,90.0
w21ztgy,,50.0
w21ztgy,,90.0
w21ztgy,,90.0
w21ztu4,,60.0
w21ztu4,,60.0
w21ztu4,,60.0
w21ztu4,,60.0
w21ztu4,,60.0
w21ztf3,,60.0
w21ztf3,,60.0
w21ztf3,,60.0
w21ztf3,,60.0
w21ztf3,,60.0
w21ztf3,,60.0
w21ztgh,,50.0
w21ztgh,,50.0
w21ztgh,,50.0
w21ztgh,,50.0
w21zdzd,,50.0
w21zdzd,,50.0
w21zdzd,,50.0
w21zykg,,50.0
w21zykg,,50.0
w21zghu,,50.0
w21zehz,,50.0
w21zehz,,50.0
w21zehz,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,40.0
w21zed3,,40.0
w21zed3,,40.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,50.0
w21zed3,,40.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,50.0
w21zee0,,15.0
w21zed4,,50.0
w21zed4,,60.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21zed4,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6y2,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6wr,,50.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,60.0
w21z6xn,,50.0
w21z6xn,,60.0
w21z6xn,,50.0
w21z6xn,,60.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,60.0
w21z6xn,,60.0
w21z6xn,,60.0
w21z6xn,,60.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6xn,,50.0
w21z6qy,,50.0
w21z6qy,,50.0
w21z6qy,,50.0
w21z6qy,,50.0
w21z6qy,,50.0
w21z6qy,,50.0
w21z6x6,,50.0
w21z6x6,,50.0
w21z6x6,,50.0
w21z6wc,,40.0
w21z6wc,,40.0
w21z6wc,,50.0
w21z6wc,,40.0
w21z6wc,,40.0
w21z6x4,,40.0
w21z6x4,,40.0
w21zbmq,,50.0
w21zbkt,,50.0
w21zv40,,50.0
w21zv40,,50.0
w21zv40,,70.0
w21zv40,,70.0
w21zv40,,50.0
w21zv40,,70.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zv19,,50.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,50.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,50.0
w21zb7q,,60.0
w21zb7q,,50.0
w21zb7q,,50.0
w21zb7q,,50.0
w21zb7q,,50.0
w21zb7q,,50.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zb7q,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,50.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zbd9,,60.0
w21zueq,,50.0
w21zufw,,50.0
w21zufw,,50.0
w21zufw,,90.0
w21zufw,,90.0
w21zufw,,90.0
w21zv48,,50.0
w21zv48,,90.0
w21zv48,,50.0
w21zv48,,60.0
w21zv48,,50.0
w21zu0h,,60.0
w21zu0h,,60.0
w21zu0h,,60.0
w21zu0h,,50.0
w21zkj9,,50.0
w21zkj9,,50.0
w21zkj9,,50.0
w21zkh8,,50.0
w21zkh8,,50.0
w21zkh8,,50.0
w21zkh8,,50.0
w21zkh8,,50.0
w21z7ux,,50.0
w21z7ux,,60.0
w21z7ux,,60.0
w21z7ux,,60.0
w21z7ux,,60.0
w21z7ux,,50.0
w21z7ux,,50.0
w21z7ux,,50.0
w21z7ue,,40.0
w21zkh9,,50.0
w21zkh9,,50.0
w21zkh9,,50.0
w21zkh9,,50.0
w21zkh9,,50.0
w21zkh6,,50.0
w21zkh6,,50.0
w21zkh6,,50.0
w21z7uu,,40.0
w21z7uu,,40.0
w21z7uu,,40.0
w21z7uu,,40.0
w21z7uu,,40.0
w21z7uu,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21z7uv,,40.0
w21zkj6,,50.0
w21zkj6,,50.0
w21zkj6,,50.0
w21z72p,,40.0
w21z72p,,50.0
w21z72p,,50.0
w21z78c,,40.0
w21z78c,,50.0
w21z78c,,50.0
w21z78c,,40.0
w21z78c,,50.0
w21zdvh,,50.0
w21zdvh,,50.0
w21zdvh,,60.0
w21zdvh,,50.0
w21zdvh,,50.0
w21zdvh,,50.0
w21zdvh,,60.0
w21zdvh,,50.0
w21zdvh,,70.0
w21zfds,,40.0
w21zfds,,40.0
w21zfds,,40.0
w21zfds,,40.0
w21zfds,,40.0
w21zfdk,,40.0
w21zfdk,,40.0
w21zfdk,,40.0
w21zfdk,,40.0
w21zfdk,,40.0
w21zfdk,,40.0
w21zfdh,,40.0
w21zfdh,,40.0
w21zfdh,,40.0
w21zfdh,,40.0
w21zfdh,,40.0
w21zfdh,,40.0
w21zfgk,,50.0
w21zfgk,,50.0
w21zfgk,,50.0
w21zfgs,,50.0
w21zfgs,,40.0
w21zfgs,,40.0
w21zfgs,,40.0
w21zfgs,,50.0
w21zfgs,,50.0
w21zfg7,,50.0
w21zfg7,,50.0
w21zfg7,,50.0
w21zfg7,,50.0
w21zfg7,,50.0
w21zfg7,,50.0
w21zw17,,60.0
w21zw17,,60.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21zym5,,50.0
w21ze40,,50.0
w21ze40,,80.0
w21ze40,,50.0
w21ze40,,50.0
w21ze40,,80.0
w21ze40,,50.0
w21z35q,,50.0
w21z35q,,50.0
w21z35q,,50.0
w21z35q,,50.0
w21z35q,,50.0
w21z397,,30.0
w21z397,,70.0
w21z397,,50.0
w21z397,,70.0
w21z397,,50.0
w21z397,,60.0
w21z397,,50.0
w21z397,,50.0
w21z397,,70.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21z3q4,,40.0
w21xr33,,50.0
w21xrz4,,70.0
w21xrz4,,70.0
w21xrz4,,70.0
w21z2qu,,70.0
w21z2qu,,70.0
w21z2yz,,70.0
w21z2yz,,70.0
w21z3n3,,50.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21z3n3,,70.0
w21zd0u,,50.0
w21zd0u,,40.0
w21z6py,,50.0
w21z6py,,70.0
w21z6py,,70.0
w21z6py,,70.0
w21z6py,,70.0
w21z6py,,70.0
w21z6py,,70.0
w21z6pe,,50.0
w21z6pe,,50.0
w21z6pe,,50.0
w21z6pe,,50.0
w21zd0x,,50.0
w21zd0x,,40.0
w21zd0x,,50.0
w21zd0x,,50.0
w21zd0x,,40.0
w21zd0x,,50.0
w21zd0x,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd0c,,50.0
w21zd11,,50.0
w21zd11,,50.0
w21zd14,,50.0
w21zd14,,50.0
w21zd14,,50.0
w21zd14,,50.0
w21zd14,,50.0
w21z9bk,,50.0
w21z9bk,,50.0
w21z9bk,,50.0
w21z9bk,,50.0
w21z9be,,40.0
w21z9be,,40.0
w21z9be,,40.0
w21z9be,,40.0
w21z9be,,40.0
w21z9be,,40.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,50.0
w21z9c7,,40.0
w21z9c7,,50.0
w21z9c7,,40.0
w21z9c7,,50.0
w21z9bs,,40.0
w21z9bs,,50.0
w21z9bs,,40.0
w21z9bs,,40.0
w21z9bs,,40.0
w21z9bu,,40.0
w21z9bu,,40.0
w21z9bu,,40.0
w21z9bu,,40.0
w21z9bu,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,50.0
w21z9bg,,50.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21z9bg,,40.0
w21zbm1,,30.0
w21z6cg,,60.0
w21z6cg,,50.0
w21z6cg,,60.0
w21z6cg,,60.0
w21z6cg,,60.0
w21z6cg,,50.0
w21z6cg,,50.0
w21z6cg,,50.0
w21z6cg,,50.0
w21z6cg,,50.0
w21z6cg,,60.0
w21z6cu,,60.0
w21z6cu,,60.0
w21z6cu,,80.0
w21z6cu,,60.0
w21z6cu,,60.0
w21z6cu,,60.0
w21z6cu,,60.0
w21z6cu,,60.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z786,,50.0
w21z6ch,,50.0
w21z6ch,,50.0
w21z6ch,,50.0
w21z6ch,,50.0
w21z6ch,,50.0
w21z6ch,,50.0
w21z6c5,,50.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,80.0
w21z6ce,,80.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,50.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6ce,,60.0
w21z6bb,,40.0
w21z6bb,,40.0
w21z6bb,,40.0
w21z6bb,,40.0
w21z6bg,,40.0
w21z6bg,,50.0
w21z6bg,,40.0
w21z6bg,,40.0
w21z6bg,,50.0
w21z6bg,,40.0
w21z6bg,,50.0
w21z6bg,,50.0
w21z6bg,,50.0
w21z6c6,,40.0
w21z6c6,,40.0
w21z6c6,,40.0
w21z6c6,,40.0
w21z6c6,,40.0
w21z6cw,,40.0
w21z6cw,,15.0
w21z6cw,,40.0
w21z69n,,50.0
w21z69n,,80.0
w21z69n,,80.0
w21z69n,,50.0
w21z69n,,50.0
w21z68y,,50.0
w21z68y,,50.0
w21z68y,,80.0
w21z68y,,80.0
w21z68y,,60.0
w21z68y,,50.0
w21z68y,,50.0
w21z68y,,60.0
w21z68y,,60.0
w21z68y,,60.0
w21z68y,,50.0
w21z68y,,50.0
w21z68y,,50.0
w21z68y,,50.0
w21z68y,,50.0
w21zf9k,,40.0
w21zf9k,,40.0
w21zf9k,,40.0
w21zf9k,,40.0
w21zf9k,,40.0
w21ze29,,90.0
w21ze29,,50.0
w21ze29,,90.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwhm,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwjr,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21zwhy,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,90.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,80.0
w21ze6n,,80.0
w21ze6n,,50.0
w21ze6n,,80.0
w21ze6n,,80.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze6n,,90.0
w21ze6n,,50.0
w21ze6n,,50.0
w21ze7w,,70.0
w21ze7w,,90.0
w21ze7w,,90.0
w21ze7w,,70.0
w21zfdw,,50.0
w21zfdw,,40.0
w21zfdw,,40.0
w21zfdw,,40.0
w21zfdw,,40.0
w21zfdx,,50.0
w21zfdx,,50.0
w21zfdx,,50.0
w21zfdx,,50.0
w21zfdx,,40.0
w21zff8,,40.0
w21zff8,,40.0
w21zff8,,40.0
w21zff8,,40.0
w21zff8,,40.0
w21zff8,,50.0
w21zff8,,50.0
w21zff8,,40.0
w21zff8,,40.0
w21zfdz,,50.0
w21zfdz,,50.0
w21zfg1,,50.0
w21zfg1,,50.0
w21zfg1,,50.0
w21zfg1,,50.0
w21zfg0,,50.0
w21zfg0,,50.0
w21zfg0,,50.0
w21zfg0,,50.0
w21zffb,,50.0
w21zffb,,40.0
w21zffb,,50.0
w21zffb,,40.0
w21zffb,,50.0
w21zffb,,50.0
w21zffb,,50.0
w21zffb,,40.0
w21zfg4,,50.0
w21zfg4,,60.0
w21zfg4,,60.0
w21zfg4,,60.0
w21zfg4,,50.0
w21zfg4,,60.0
w21zfff,,40.0
w21zfff,,60.0
w21zfff,,50.0
w21zfff,,40.0
w21zfff,,40.0
w21zffc,,50.0
w21zffc,,40.0
w21zffc,,50.0
w21zffc,,40.0
w21zffc,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt89,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8c,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8e,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8f,,50.0
w21zt8g,,50.0
w21zt8g,,50.0
w21zt8g,,50.0
w21zt8g,,50.0
w21zt8g,,50.0
w21zt8g,,50.0
w21zt94,,50.0
w21zt94,,50.0
w21z7zr,,50.0
w21z7zr,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,40.0
w21z7yw,,60.0
w21z7yw,,60.0
w21z7yw,,50.0
w21z7yw,,60.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,60.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yw,,50.0
w21z7yx,,50.0
w21z7yx,,50.0
w21z7yx,,40.0
w21z7yx,,60.0
w21z7yx,,40.0
w21z7yx,,60.0
w21z7yx,,60.0
w21z7yx,,40.0
w21z7yx,,60.0
w21z7yx,,60.0
w21z7yx,,40.0
w21z7yx,,40.0
w21z7yx,,40.0
w21z7yx,,60.0
w21z7yx,,40.0
w21z7yx,,50.0
w21z7yx,,40.0
w21z7yx,,60.0
w21z7yx,,60.0
w21z7yx,,40.0
w21z7yx,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7ym,,40.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7zs,,50.0
w21z7vz,,40.0
w21z7vz,,40.0
w21z7vz,,40.0
w21z7vz,,40.0
w21z7vz,,40.0
w21z7vz,,40.0
w21z7y7,,50.0
w21z7y7,,50.0
w21z7y7,,50.0
w21z7y7,,60.0
w21z7y7,,60.0
w21z7y7,,60.0
w21z7y7,,50.0
w21z7y7,,50.0
w21z7y7,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zs03,,50.0
w21zkxg,,40.0
w21zkxg,,40.0
w21zkxg,,40.0
w21zkrq,,40.0
w21zkrq,,50.0
w21zkrq,,50.0
w21zkrq,,60.0
w21zkrq,,60.0
w21zkrq,,60.0
w21zkrq,,60.0
w21zkrq,,60.0
w21zkrq,,50.0
w21zkrq,,40.0
w21zkrq,,50.0
w21zkrq,,60.0
w21zkrr,,40.0
w21zkrr,,40.0
w21zkrr,,50.0
w21zkrr,,50.0
w21zkrr,,50.0
w21zkrr,,50.0
w21zkrr,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkwb,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkw8,,50.0
w21zkwd,,50.0
w21zkwd,,50.0
w21zkwd,,50.0
w21zkwd,,50.0
w21zkwd,,50.0
w21zkwd,,50.0
w21zkw7,,50.0
w21zkw7,,50.0
w21zkw7,,50.0
w21zkx8,,50.0
w21zkx8,,50.0
w21zkx8,,40.0
w21zkx8,,40.0
w21zkx8,,50.0
w21zkx8,,50.0
w21zkx8,,40.0
w21zkx8,,50.0
w21zkx8,,50.0
w21zkx8,,50.0
w21zkx8,,50.0
w21zkx8,,40.0
w21zkx8,,40.0
w21zkx9,,50.0
w21zkx7,,50.0
w21zkx7,,50.0
w21zkx7,,50.0
w21zkx7,,50.0
w21zkx6,,50.0
w21zkx6,,50.0
w21zkx6,,50.0
w21zkx6,,50.0
w21zkx6,,50.0
w21zkx6,,50.0
w21zkwf,,50.0
w21zkwf,,50.0
w21zkwf,,50.0
w21zkwf,,50.0
w21zkxu,,40.0
w21zkxu,,40.0
w21zkxu,,50.0
w21zkxu,,40.0
w21zkxu,,50.0
w21zkxu,,50.0
w21zkxt,,40.0
w21zkxt,,40.0
w21zkxt,,40.0
w21zkxj,,40.0
w21zkyb,,40.0
w21zkyb,,40.0
w21zkyb,,50.0
w21zkyb,,40.0
w21zkyb,,50.0
w21zkyb,,50.0
w21zkyb,,40.0
w21zkyb,,40.0
w21zkyb,,50.0
w21zkxn,,40.0
w21zkxn,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zs8j,,40.0
w21zkxv,,40.0
w21zkxv,,50.0
w21zkxv,,50.0
w21zkxv,,40.0
w21zkxv,,50.0
w21zkxv,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zs8p,,40.0
w21zgdf,,50.0
w21zgdf,,60.0
w21zgdf,,60.0
w21zgdf,,60.0
w21zgdf,,50.0
w21zkqw,,50.0
w21zkqw,,50.0
w21zkqw,,50.0
w21zkqw,,50.0
w21zkqw,,50.0
w21zkqw,,50.0
w21zkqs,,50.0
w21zkqs,,40.0
w21zkqs,,50.0
w21zkqs,,40.0
w21zkqs,,50.0
w21zkqs,,50.0
w21zkqs,,50.0
w21zkqt,,50.0
w21zkqt,,50.0
w21zkqt,,50.0
w21zkqt,,50.0
w21zkqq,,50.0
w21zkqq,,50.0
w21zkqq,,50.0
w21zkqq,,50.0
w21zkqq,,50.0
w21zkqq,,50.0
w21zkqy,,50.0
w21zkqy,,60.0
w21zkqy,,50.0
w21zkqy,,50.0
w21zkqy,,60.0
w21zkqy,,60.0
w21zkqy,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkqm,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkrj,,50.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,40.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,50.0
w21zkqg,,40.0
w21zkqg,,40.0
w21zkrh,,50.0
w21zkrh,,50.0
w21zkrh,,50.0
w21zkrh,,50.0
w21zkrh,,50.0
w21zkrh,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,40.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkr3,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkre,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zkrs,,50.0
w21zktf,,40.0
w21zktf,,40.0
w21zktf,,50.0
w21zktf,,60.0
w21zktf,,60.0
w21zktf,,60.0
w21zktf,,60.0
w21zkvv,,50.0
w21zkvv,,50.0
w21zkvv,,90.0
w21zkvv,,50.0
w21zkvv,,50.0
w21zkz0,,40.0
w21zkz0,,40.0
w21zkz0,,40.0
w21zkz0,,50.0
w21zkz0,,50.0
w21zkz0,,40.0
w21zkz0,,40.0
w21zkxx,,40.0
w21zkxx,,40.0
w21zkxx,,50.0
w21zkxx,,40.0
w21zkxx,,50.0
w21zkxx,,40.0
w21zkxx,,50.0
w21zkxx,,40.0
w21zkxx,,40.0
w21zkxx,,40.0
w21zky9,,50.0
w21zky9,,50.0
w21zky9,,50.0
w21zky9,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zkye,,50.0
w21zky6,,50.0
w21zky6,,50.0
w21zky6,,50.0
w21zky6,,50.0
w21zky6,,50.0
w21zky6,,50.0
w21zky7,,50.0
w21zkyd,,50.0
w21zkyd,,50.0
w21zkyd,,50.0
w21zkyd,,50.0
w21zkyd,,50.0
w21zky3,,50.0
w21zky3,,50.0
w21zky3,,50.0
w21zky3,,50.0
w21zkmd,,50.0
w21zkmd,,50.0
w21zkmd,,50.0
w21zkmd,,50.0
w21zkmd,,50.0
w21zkmd,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhz,,50.0
w21zkhm,,50.0
w21zkhm,,40.0
w21zkhm,,40.0
w21zkhm,,40.0
w21zkhm,,50.0
w21zkhm,,40.0
w21zkhm,,40.0
w21zkhw,,50.0
w21zkhw,,50.0
w21zkjn,,50.0
w21zkj2,,50.0
w21zkj2,,50.0
w21zkj2,,50.0
w21zkj2,,50.0
w21zkjm,,50.0
w21zkj8,,50.0
w21zkj8,,50.0
w21zkhe,,50.0
w21zkhe,,50.0
w21zkhe,,50.0
w21zkhe,,50.0
w21zkhs,,50.0
w21zkhs,,50.0
w21zkhs,,50.0
w21zkhk,,50.0
w21zkh7,,40.0
w21zkh7,,50.0
w21zkh7,,50.0
w21zkh7,,50.0
w21zkh7,,50.0
w21zkq1,,50.0
w21zkq1,,50.0
w21zkq1,,50.0
w21zkq1,,50.0
w21zkq4,,50.0
w21zkq4,,50.0
w21zkq4,,50.0
w21zkq4,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zkq9,,50.0
w21zs97,,40.0
w21zs97,,40.0
w21zs97,,40.0
w21zs97,,40.0
w21zs97,,40.0
w21zs97,,40.0
w21zs97,,40.0
w21zs9e,,40.0
w21zs9e,,40.0
w21zs9d,,40.0
w21zs9d,,40.0
w21zs9d,,40.0
w21zs8t,,40.0
w21zs8t,,60.0
w21zs8t,,40.0
w21zs8t,,40.0
w21zs8t,,60.0
w21zs8t,,60.0
w21zs8u,,40.0
w21zs8u,,40.0
w21zs8u,,40.0
w21zs8u,,40.0
w21zs8u,,40.0
w21zs8u,,40.0
w21zkyz,,50.0
w21zkyz,,40.0
w21zkyz,,50.0
w21zkyz,,50.0
w21zmnc,,50.0
w21zmnc,,50.0
w21zkzm,,40.0
w21zkzm,,40.0
w21zkzm,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zkzr,,40.0
w21zmp8,,40.0
w21zmp8,,40.0
w21zkzw,,40.0
w21zkzw,,40.0
w21zkzw,,40.0
w21zkzw,,40.0
w21zkzw,,40.0
w21zkzw,,40.0
w21zkzy,,40.0
w21zsbs,,40.0
w21zsbs,,40.0
